"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:26 GMT 2022","40197","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"skipped","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:17:20 GMT 2022","480587","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"skipped","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:20 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"failed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:56 GMT 2022","70825","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:08:52 GMT 2022","6263","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:53 GMT 2022","33297","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:50 GMT 2022","64737","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:42 GMT 2022","22416","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"skipped","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:20 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:47 GMT 2022","27977","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"skipped","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:20 GMT 2022","475","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"skipped","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:20 GMT 2022","476","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:06 GMT 2022","20695","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist Map Config with Indexes [map_persistence, fast]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:11:10 GMT 2022","144920","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:22 GMT 2022","36910","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:11:25 GMT 2022","159689","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:11:52 GMT 2022","186211","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:08:46 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[AfterSuite]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:45 GMT 2022","25703","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"failed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:12 GMT 2022","26863","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:17 GMT 2022","31919","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:11:48 GMT 2022","182170","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"skipped","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:08:46 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:03 GMT 2022","17600","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:13:08 GMT 2022","228283","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:17:46 GMT 2022","540835","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Fri Jul 22 09:08:46 GMT 2022","Fri Jul 22 09:09:16 GMT 2022","30164","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:36 GMT 2022","16914","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"passed","Fri Jul 22 09:09:20 GMT 2022","Fri Jul 22 09:09:39 GMT 2022","19068","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
