"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:27:45 GMT 2022","92992","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:27:11 GMT 2022","58291","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:27:39 GMT 2022","86411","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"skipped","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:26:13 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:27:28 GMT 2022","75448","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"skipped","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:26:13 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Thu Jul 21 09:26:44 GMT 2022","Thu Jul 21 09:27:21 GMT 2022","37378","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"skipped","Thu Jul 21 09:26:44 GMT 2022","Thu Jul 21 09:26:44 GMT 2022","275","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:26:47 GMT 2022","34828","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"skipped","Thu Jul 21 09:26:44 GMT 2022","Thu Jul 21 09:26:44 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:26:51 GMT 2022","38102","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Thu Jul 21 09:26:44 GMT 2022","Thu Jul 21 09:27:19 GMT 2022","35376","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:27:45 GMT 2022","92567","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Thu Jul 21 09:26:13 GMT 2022","Thu Jul 21 09:32:31 GMT 2022","378548","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
