"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:33 GMT 2022","21261","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:27 GMT 2022","15652","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:19:22 GMT 2022","190496","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:18:16 GMT 2022","118799","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:46 GMT 2022","34224","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:20:19 GMT 2022","241314","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:18 GMT 2022","112","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"skipped","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:12 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"failed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:31:19 GMT 2022","907335","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:17:09 GMT 2022","57693","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"failed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:17:10 GMT 2022","52993","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"skipped","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:18 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:48 GMT 2022","30890","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"skipped","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:12 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:37 GMT 2022","19924","","Operator Suite OS","","Operator Suite OS","","[SynchronizedBeforeSuite]",""
"passed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:16:33 GMT 2022","21046","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"passed","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:45 GMT 2022","27663","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"failed","Tue Jul 19 09:16:12 GMT 2022","Tue Jul 19 09:19:25 GMT 2022","193333","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"skipped","Tue Jul 19 09:16:18 GMT 2022","Tue Jul 19 09:16:18 GMT 2022","114","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
