"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:46 GMT 2022","6122","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[AfterSuite]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","76","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:22 GMT 2022","65260","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","37","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully trigger HotBackup [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:18 GMT 2022","38837","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","37","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","91","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should keep the entries after a Hot Backup [map_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:36 GMT 2022","79562","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:21 GMT 2022","41616","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:41 GMT 2022","24762","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:38 GMT 2022","81858","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:17 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[AfterSuite]",""
"skipped","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:17 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:36 GMT 2022","56881","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast cluster name should create a Hazelcust cluster with Cluster name: development [hz, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","36","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:29 GMT 2022","49915","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center Default ManagementCenter CR Should create ManagementCenter resources [mc, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:30 GMT 2022","50513","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ detailed member status [hz, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:27 GMT 2022","70875","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:30 GMT 2022","73185","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using Azure bucket [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:45 GMT 2022","28558","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:20 GMT 2022","40749","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Hazelcast member status should update HZ ready members status [hz, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:05 GMT 2022","25658","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:31:15 GMT 2022","238752","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:03 GMT 2022","46023","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should update the map correctly [map, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","36","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:15 GMT 2022","35567","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"skipped","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:17 GMT 2022","0","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:01 GMT 2022","21402","","Operator Suite OS","","Operator Suite OS","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","89","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should enable persistence for members successfully [hz_persistence, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:44 GMT 2022","4441","","Operator Suite OS","","Operator Suite OS","","[SynchronizedBeforeSuite]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:54 GMT 2022","97151","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:33 GMT 2022","16338","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center External API errors should be reflected to Management CR status [mc, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restart successfully after shutting down Hazelcast [backup_slow, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:33 GMT 2022","53639","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Default Hazelcast CR should create Hazelcast cluster [hz, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","39","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration single node [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:37 GMT 2022","80954","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using AWS S3 bucket [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:30:53 GMT 2022","193357","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with LoadBalancer services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:47 GMT 2022","30605","","Operator Suite EE","","Operator Suite EE","","[It] Management-Center ManagementCenter CR without Persistence Should create ManagementCenter resources and no PVC [mc, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:56 GMT 2022","39964","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should persist the map successfully created configs into the configmap [map_persistence, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should successfully start after one member restart [backup_slow, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:29:19 GMT 2022","99215","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster exposed with NodePort services and allow connecting with Hazelcast smart client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:20 GMT 2022","40548","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:48 GMT 2022","31555","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config with Persistence should continue persisting last applied Map Config in case of failure [map_persistence, fast]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:29:15 GMT 2022","95774","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with expose externally feature should create Hazelcast cluster and allow connecting with Hazelcast unisocket client [hz_expose_externally, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:20 GMT 2022","3440","","Operator Suite EE","","Operator Suite EE","","[SynchronizedBeforeSuite]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:58 GMT 2022","41886","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with Indexes [map, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:36 GMT 2022","79306","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled Should successfully restore from external backup using GCP bucket [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:30:28 GMT 2022","191363","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast WAN should send data to another cluster [hz_wan, slow]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","0","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Backup should restore 10 GB data after planned shutdown [backup_slow, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:13 GMT 2022","33503","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config with Persistence should fail when persistence of Map CR and Hazelcast CR do not match [map_persistence, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","33","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with HostPath configuration multiple nodes [hz_persistence, slow]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","37","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:27 GMT 2022","70477","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config with correct default values [map, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:27:24 GMT 2022","7245","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast External API errors should be reflected to Hazelcast CR status [hz, fast]",""
"skipped","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:27:40 GMT 2022","33","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast CR with Persistence feature enabled should successfully restart from HotBackup data with PVC configuration [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:31:41 GMT 2022","264455","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast CR with Persistence feature enabled should trigger ForceStart when restart from HotBackup failed [hz_persistence, slow]",""
"passed","Wed Jul 20 09:27:40 GMT 2022","Wed Jul 20 09:28:03 GMT 2022","23384","","Operator Suite OS","","Operator Suite OS","","[It] Hazelcast Map Config should fail to update backupCount [map, fast]",""
"passed","Wed Jul 20 09:27:17 GMT 2022","Wed Jul 20 09:28:17 GMT 2022","60047","","Operator Suite EE","","Operator Suite EE","","[It] Hazelcast Map Config should create Map Config [map, fast]",""
